site_id,action,eval_fiscal_year,fy_start,fy_end,count
2046,inspection,2016 / 2017,2016,2017,2
2046,inspection,2018 / 2019,2018,2019,2
2046,violation,2014 / 2015,2014,2015,2
2046,violation,2018 / 2019,2018,2019,1
2057,inspection,2015 / 2016,2015,2016,2
2057,inspection,2019 / 2020,2019,2020,2
2057,violation,2019 / 2020,2019,2020,1
2061,inspection,2012 / 2013,2012,2013,2
2061,inspection,2015 / 2016,2015,2016,2
2061,inspection,2018 / 2019,2018,2019,2
2061,violation,2012 / 2013,2012,2013,3
2061,violation,2018 / 2019,2018,2019,1
2071,inspection,2014 / 2015,2014,2015,1
2071,inspection,2015 / 2016,2015,2016,2
2071,inspection,2018 / 2019,2018,2019,2
2071,violation,2014 / 2015,2014,2015,3
2071,violation,2018 / 2019,2018,2019,3
2072,inspection,2014 / 2015,2014,2015,1
2072,inspection,2015 / 2016,2015,2016,2
2072,inspection,2018 / 2019,2018,2019,1
2072,violation,2014 / 2015,2014,2015,2
2076,inspection,2013 / 2014,2013,2014,1
2076,inspection,2014 / 2015,2014,2015,1
2076,inspection,2018 / 2019,2018,2019,2
2076,violation,2013 / 2014,2013,2014,2
2076,violation,2018 / 2019,2018,2019,3
2104,inspection,2015 / 2016,2015,2016,1
2104,inspection,2016 / 2017,2016,2017,1
2104,inspection,2019 / 2020,2019,2020,1
2104,violation,2016 / 2017,2016,2017,1
2104,violation,2019 / 2020,2019,2020,2
2117,inspection,2013 / 2014,2013,2014,2
2117,inspection,2015 / 2016,2015,2016,1
2117,inspection,2016 / 2017,2016,2017,1
2117,inspection,2018 / 2019,2018,2019,1
2117,inspection,2019 / 2020,2019,2020,1
2117,violation,2015 / 2016,2015,2016,9
2117,violation,2018 / 2019,2018,2019,8
2117,violation,2019 / 2020,2019,2020,3
2151,inspection,2015 / 2016,2015,2016,2
2151,inspection,2019 / 2020,2019,2020,3
2151,violation,2015 / 2016,2015,2016,4
2151,violation,2019 / 2020,2019,2020,2
2197,inspection,2015 / 2016,2015,2016,3
2197,inspection,2019 / 2020,2019,2020,2
2197,violation,2015 / 2016,2015,2016,1
2197,violation,2019 / 2020,2019,2020,1
2205,inspection,2013 / 2014,2013,2014,2
2205,inspection,2015 / 2016,2015,2016,2
2205,inspection,2017 / 2018,2017,2018,2
2205,inspection,2018 / 2019,2018,2019,3
2205,inspection,2019 / 2020,2019,2020,2
2205,violation,2013 / 2014,2013,2014,2
2205,violation,2015 / 2016,2015,2016,2
2205,violation,2017 / 2018,2017,2018,1
2205,violation,2019 / 2020,2019,2020,2
2216,inspection,2014 / 2015,2014,2015,2
2216,inspection,2016 / 2017,2016,2017,2
2216,inspection,2018 / 2019,2018,2019,2
2216,violation,2014 / 2015,2014,2015,6
2216,violation,2016 / 2017,2016,2017,2
2216,violation,2018 / 2019,2018,2019,2
2217,inspection,2014 / 2015,2014,2015,2
2217,inspection,2017 / 2018,2017,2018,2
2217,inspection,2019 / 2020,2019,2020,1
2217,violation,2014 / 2015,2014,2015,2
2217,violation,2017 / 2018,2017,2018,1
2219,inspection,2013 / 2014,2013,2014,4
2219,inspection,2016 / 2017,2016,2017,2
2219,violation,2016 / 2017,2016,2017,3
2256,inspection,2013 / 2014,2013,2014,4
2256,inspection,2014 / 2015,2014,2015,2
2256,inspection,2017 / 2018,2017,2018,2
2257,enf_action,2014 / 2015,2014,2015,1
2257,inspection,2013 / 2014,2013,2014,1
2257,inspection,2014 / 2015,2014,2015,2
2257,inspection,2015 / 2016,2015,2016,1
2257,inspection,2016 / 2017,2016,2017,1
2257,inspection,2017 / 2018,2017,2018,1
2257,inspection,2019 / 2020,2019,2020,1
2257,violation,2013 / 2014,2013,2014,2
2257,violation,2014 / 2015,2014,2015,1
2257,violation,2017 / 2018,2017,2018,1
2264,inspection,2015 / 2016,2015,2016,1
2264,inspection,2018 / 2019,2018,2019,1
2265,inspection,2015 / 2016,2015,2016,1
2265,inspection,2018 / 2019,2018,2019,1
2315,inspection,2013 / 2014,2013,2014,2
2315,inspection,2016 / 2017,2016,2017,2
2315,inspection,2019 / 2020,2019,2020,3
2315,violation,2013 / 2014,2013,2014,1
2315,violation,2016 / 2017,2016,2017,1
2315,violation,2019 / 2020,2019,2020,3
2327,inspection,2014 / 2015,2014,2015,2
2327,inspection,2017 / 2018,2017,2018,4
2327,violation,2017 / 2018,2017,2018,3
2331,inspection,2015 / 2016,2015,2016,2
2331,inspection,2018 / 2019,2018,2019,2
2331,violation,2015 / 2016,2015,2016,13
2331,violation,2018 / 2019,2018,2019,14
2342,inspection,2013 / 2014,2013,2014,3
2342,inspection,2016 / 2017,2016,2017,4
2342,inspection,2019 / 2020,2019,2020,2
2342,violation,2013 / 2014,2013,2014,1
2342,violation,2016 / 2017,2016,2017,15
2342,violation,2019 / 2020,2019,2020,4
2356,inspection,2015 / 2016,2015,2016,2
2356,inspection,2018 / 2019,2018,2019,7
2356,violation,2015 / 2016,2015,2016,1
2356,violation,2018 / 2019,2018,2019,3
2379,inspection,2012 / 2013,2012,2013,2
2379,inspection,2014 / 2015,2014,2015,1
2379,inspection,2015 / 2016,2015,2016,2
2379,inspection,2017 / 2018,2017,2018,1
2379,inspection,2018 / 2019,2018,2019,3
2379,violation,2014 / 2015,2014,2015,14
2379,violation,2015 / 2016,2015,2016,2
2379,violation,2017 / 2018,2017,2018,11
2379,violation,2018 / 2019,2018,2019,14
2380,inspection,2015 / 2016,2015,2016,1
2380,inspection,2018 / 2019,2018,2019,1
2392,inspection,2014 / 2015,2014,2015,2
2392,inspection,2015 / 2016,2015,2016,2
2392,inspection,2018 / 2019,2018,2019,3
2392,violation,2014 / 2015,2014,2015,8
2392,violation,2015 / 2016,2015,2016,13
2392,violation,2018 / 2019,2018,2019,15
2395,enf_action,2015 / 2016,2015,2016,2
2395,inspection,2015 / 2016,2015,2016,2
2395,inspection,2019 / 2020,2019,2020,2
2395,violation,2015 / 2016,2015,2016,8
2395,violation,2019 / 2020,2019,2020,6
2405,inspection,2013 / 2014,2013,2014,4
2405,inspection,2014 / 2015,2014,2015,2
2405,inspection,2017 / 2018,2017,2018,2
2405,inspection,2018 / 2019,2018,2019,2
2405,violation,2013 / 2014,2013,2014,1
2405,violation,2017 / 2018,2017,2018,1
2436,inspection,2013 / 2014,2013,2014,1
2436,inspection,2015 / 2016,2015,2016,2
2436,inspection,2018 / 2019,2018,2019,3
2436,inspection,2019 / 2020,2019,2020,1
2436,violation,2015 / 2016,2015,2016,12
2436,violation,2018 / 2019,2018,2019,10
2438,enf_action,2016 / 2017,2016,2017,1
2438,inspection,2013 / 2014,2013,2014,4
2438,inspection,2014 / 2015,2014,2015,9
2438,inspection,2015 / 2016,2015,2016,5
2438,inspection,2016 / 2017,2016,2017,1
2438,inspection,2017 / 2018,2017,2018,2
2438,inspection,2018 / 2019,2018,2019,7
2438,inspection,2019 / 2020,2019,2020,6
2438,violation,2013 / 2014,2013,2014,2
2438,violation,2015 / 2016,2015,2016,5
2438,violation,2016 / 2017,2016,2017,6
2438,violation,2018 / 2019,2018,2019,20
2438,violation,2019 / 2020,2019,2020,8
2439,enf_action,2015 / 2016,2015,2016,3
2439,inspection,2013 / 2014,2013,2014,3
2439,inspection,2015 / 2016,2015,2016,2
2439,inspection,2016 / 2017,2016,2017,7
2439,inspection,2017 / 2018,2017,2018,4
2439,inspection,2018 / 2019,2018,2019,5
2439,inspection,2019 / 2020,2019,2020,8
2439,inspection,2020 / 2021,2020,2021,1
2439,violation,2013 / 2014,2013,2014,4
2439,violation,2015 / 2016,2015,2016,18
2439,violation,2016 / 2017,2016,2017,11
2439,violation,2017 / 2018,2017,2018,10
2439,violation,2018 / 2019,2018,2019,11
2439,violation,2019 / 2020,2019,2020,20
2473,inspection,2012 / 2013,2012,2013,1
2473,inspection,2017 / 2018,2017,2018,3
2473,violation,2012 / 2013,2012,2013,2
2473,violation,2017 / 2018,2017,2018,2
2487,inspection,2013 / 2014,2013,2014,2
2487,inspection,2017 / 2018,2017,2018,4
2487,violation,2017 / 2018,2017,2018,4
2600,inspection,2012 / 2013,2012,2013,2
2600,inspection,2015 / 2016,2015,2016,2
2600,inspection,2016 / 2017,2016,2017,1
2600,violation,2015 / 2016,2015,2016,2
2622,inspection,2013 / 2014,2013,2014,5
2622,inspection,2014 / 2015,2014,2015,1
2622,inspection,2015 / 2016,2015,2016,4
2622,inspection,2016 / 2017,2016,2017,2
2622,inspection,2017 / 2018,2017,2018,3
2622,inspection,2018 / 2019,2018,2019,8
2622,inspection,2019 / 2020,2019,2020,2
2622,violation,2014 / 2015,2014,2015,7
2622,violation,2015 / 2016,2015,2016,17
2622,violation,2016 / 2017,2016,2017,8
2622,violation,2017 / 2018,2017,2018,10
2622,violation,2018 / 2019,2018,2019,25
2622,violation,2019 / 2020,2019,2020,10
2647,inspection,2016 / 2017,2016,2017,1
2647,violation,2016 / 2017,2016,2017,3
2669,enf_action,2016 / 2017,2016,2017,1
2669,inspection,2013 / 2014,2013,2014,2
2669,inspection,2016 / 2017,2016,2017,3
2669,inspection,2017 / 2018,2017,2018,1
2669,violation,2016 / 2017,2016,2017,15
2669,violation,2017 / 2018,2017,2018,1
2681,inspection,2016 / 2017,2016,2017,3
2681,violation,2016 / 2017,2016,2017,1
2688,inspection,2013 / 2014,2013,2014,1
2688,inspection,2015 / 2016,2015,2016,1
2688,inspection,2017 / 2018,2017,2018,1
2723,inspection,2015 / 2016,2015,2016,2
2723,inspection,2019 / 2020,2019,2020,1
2723,violation,2015 / 2016,2015,2016,1
2723,violation,2019 / 2020,2019,2020,9
2724,inspection,2014 / 2015,2014,2015,1
2724,inspection,2015 / 2016,2015,2016,2
2724,inspection,2018 / 2019,2018,2019,4
2724,violation,2014 / 2015,2014,2015,1
2724,violation,2015 / 2016,2015,2016,13
2724,violation,2018 / 2019,2018,2019,13
2761,inspection,2013 / 2014,2013,2014,4
2761,inspection,2014 / 2015,2014,2015,2
2761,inspection,2018 / 2019,2018,2019,2
2761,violation,2014 / 2015,2014,2015,2
2761,violation,2018 / 2019,2018,2019,1
2762,inspection,2014 / 2015,2014,2015,1
2762,inspection,2015 / 2016,2015,2016,1
2762,inspection,2018 / 2019,2018,2019,2
2762,violation,2015 / 2016,2015,2016,5
2784,inspection,2014 / 2015,2014,2015,1
2784,inspection,2017 / 2018,2017,2018,1
2787,inspection,2018 / 2019,2018,2019,8
2787,violation,2018 / 2019,2018,2019,3
2801,enf_action,2015 / 2016,2015,2016,1
2801,inspection,2015 / 2016,2015,2016,1
2801,violation,2015 / 2016,2015,2016,1
2815,inspection,2018 / 2019,2018,2019,2
2815,violation,2018 / 2019,2018,2019,1
2817,inspection,2014 / 2015,2014,2015,1
2817,inspection,2017 / 2018,2017,2018,3
2817,inspection,2018 / 2019,2018,2019,1
2817,violation,2014 / 2015,2014,2015,3
2873,inspection,2015 / 2016,2015,2016,3
2873,inspection,2016 / 2017,2016,2017,2
2873,inspection,2019 / 2020,2019,2020,2
2873,violation,2015 / 2016,2015,2016,8
2873,violation,2019 / 2020,2019,2020,5
2886,inspection,2013 / 2014,2013,2014,3
2886,inspection,2014 / 2015,2014,2015,5
2886,inspection,2015 / 2016,2015,2016,3
2886,inspection,2016 / 2017,2016,2017,2
2886,inspection,2017 / 2018,2017,2018,3
2886,inspection,2018 / 2019,2018,2019,2
2886,violation,2014 / 2015,2014,2015,5
2886,violation,2016 / 2017,2016,2017,21
2886,violation,2017 / 2018,2017,2018,12
2886,violation,2018 / 2019,2018,2019,2
2892,inspection,2013 / 2014,2013,2014,2
2892,inspection,2016 / 2017,2016,2017,1
2892,inspection,2019 / 2020,2019,2020,1
2892,violation,2016 / 2017,2016,2017,2
2892,violation,2019 / 2020,2019,2020,2
2937,inspection,2015 / 2016,2015,2016,1
2937,inspection,2017 / 2018,2017,2018,1
2937,inspection,2019 / 2020,2019,2020,1
2937,violation,2015 / 2016,2015,2016,2
2937,violation,2017 / 2018,2017,2018,1
2967,inspection,2013 / 2014,2013,2014,1
2967,inspection,2016 / 2017,2016,2017,1
2967,inspection,2019 / 2020,2019,2020,2
2967,violation,2016 / 2017,2016,2017,11
2967,violation,2019 / 2020,2019,2020,1
3054,inspection,2015 / 2016,2015,2016,2
3054,inspection,2017 / 2018,2017,2018,1
3054,violation,2015 / 2016,2015,2016,1
3061,inspection,2015 / 2016,2015,2016,1
3061,inspection,2016 / 2017,2016,2017,1
3061,inspection,2018 / 2019,2018,2019,1
3061,inspection,2019 / 2020,2019,2020,1
3065,inspection,2013 / 2014,2013,2014,2
3065,inspection,2015 / 2016,2015,2016,2
3065,inspection,2017 / 2018,2017,2018,2
3065,violation,2015 / 2016,2015,2016,1
3065,violation,2017 / 2018,2017,2018,2
3083,inspection,2014 / 2015,2014,2015,1
3083,inspection,2017 / 2018,2017,2018,2
3083,violation,2017 / 2018,2017,2018,2
3088,enf_action,2014 / 2015,2014,2015,1
3088,inspection,2014 / 2015,2014,2015,2
3088,inspection,2018 / 2019,2018,2019,1
3088,inspection,2019 / 2020,2019,2020,1
3088,violation,2014 / 2015,2014,2015,10
3105,inspection,2014 / 2015,2014,2015,1
3105,inspection,2015 / 2016,2015,2016,1
3105,inspection,2016 / 2017,2016,2017,1
3105,inspection,2017 / 2018,2017,2018,3
3105,inspection,2018 / 2019,2018,2019,1
3105,inspection,2019 / 2020,2019,2020,1
3105,violation,2014 / 2015,2014,2015,20
3105,violation,2015 / 2016,2015,2016,6
3105,violation,2016 / 2017,2016,2017,8
3105,violation,2019 / 2020,2019,2020,3
3122,inspection,2013 / 2014,2013,2014,4
3122,inspection,2016 / 2017,2016,2017,2
3122,inspection,2017 / 2018,2017,2018,2
3122,inspection,2019 / 2020,2019,2020,2
3122,violation,2016 / 2017,2016,2017,3
3122,violation,2017 / 2018,2017,2018,2
3122,violation,2019 / 2020,2019,2020,2
3127,inspection,2015 / 2016,2015,2016,1
3127,inspection,2018 / 2019,2018,2019,1
3147,inspection,2013 / 2014,2013,2014,3
3147,inspection,2016 / 2017,2016,2017,3
3147,inspection,2017 / 2018,2017,2018,2
3147,violation,2016 / 2017,2016,2017,7
3154,inspection,2013 / 2014,2013,2014,4
3154,inspection,2014 / 2015,2014,2015,2
3154,inspection,2017 / 2018,2017,2018,2
3154,violation,2013 / 2014,2013,2014,2
3156,inspection,2015 / 2016,2015,2016,1
3156,inspection,2018 / 2019,2018,2019,2
3156,violation,2015 / 2016,2015,2016,1
3156,violation,2018 / 2019,2018,2019,3
3177,inspection,2013 / 2014,2013,2014,4
3177,inspection,2016 / 2017,2016,2017,2
3177,inspection,2019 / 2020,2019,2020,2
3177,violation,2016 / 2017,2016,2017,1
3177,violation,2019 / 2020,2019,2020,1
3199,inspection,2015 / 2016,2015,2016,2
3199,inspection,2017 / 2018,2017,2018,2
3199,inspection,2019 / 2020,2019,2020,1
3199,violation,2015 / 2016,2015,2016,2
3199,violation,2017 / 2018,2017,2018,2
3216,inspection,2014 / 2015,2014,2015,2
3216,inspection,2018 / 2019,2018,2019,2
3216,violation,2018 / 2019,2018,2019,5
3220,inspection,2015 / 2016,2015,2016,2
3220,inspection,2018 / 2019,2018,2019,2
3220,violation,2015 / 2016,2015,2016,14
3220,violation,2018 / 2019,2018,2019,1
3232,inspection,2015 / 2016,2015,2016,1
3232,inspection,2018 / 2019,2018,2019,2
3232,violation,2015 / 2016,2015,2016,2
3232,violation,2018 / 2019,2018,2019,2
3234,enf_action,2017 / 2018,2017,2018,1
3234,inspection,2015 / 2016,2015,2016,2
3234,inspection,2017 / 2018,2017,2018,1
3234,inspection,2018 / 2019,2018,2019,1
3234,violation,2015 / 2016,2015,2016,20
3234,violation,2017 / 2018,2017,2018,1
3234,violation,2018 / 2019,2018,2019,1
3262,inspection,2015 / 2016,2015,2016,1
3262,inspection,2017 / 2018,2017,2018,1
3262,inspection,2018 / 2019,2018,2019,1
3262,violation,2015 / 2016,2015,2016,1
3275,inspection,2013 / 2014,2013,2014,4
3275,inspection,2018 / 2019,2018,2019,3
3275,violation,2018 / 2019,2018,2019,1
3278,enf_action,2014 / 2015,2014,2015,1
3278,enf_action,2017 / 2018,2017,2018,2
3278,inspection,2014 / 2015,2014,2015,2
3278,inspection,2017 / 2018,2017,2018,2
3278,inspection,2019 / 2020,2019,2020,2
3278,violation,2014 / 2015,2014,2015,3
3278,violation,2017 / 2018,2017,2018,3
3278,violation,2019 / 2020,2019,2020,7
3305,inspection,2013 / 2014,2013,2014,2
3305,inspection,2015 / 2016,2015,2016,2
3305,inspection,2017 / 2018,2017,2018,2
3305,inspection,2019 / 2020,2019,2020,2
3305,violation,2017 / 2018,2017,2018,1
3305,violation,2019 / 2020,2019,2020,1
3317,inspection,2014 / 2015,2014,2015,1
3317,inspection,2015 / 2016,2015,2016,1
3317,inspection,2016 / 2017,2016,2017,1
3317,inspection,2017 / 2018,2017,2018,2
3317,inspection,2018 / 2019,2018,2019,1
3325,inspection,2013 / 2014,2013,2014,1
3325,inspection,2016 / 2017,2016,2017,1
3325,inspection,2017 / 2018,2017,2018,1
3325,inspection,2018 / 2019,2018,2019,2
3325,inspection,2019 / 2020,2019,2020,1
3325,violation,2013 / 2014,2013,2014,1
3325,violation,2017 / 2018,2017,2018,6
3325,violation,2019 / 2020,2019,2020,3
3423,inspection,2012 / 2013,2012,2013,3
3423,inspection,2013 / 2014,2013,2014,2
3423,inspection,2014 / 2015,2014,2015,4
3423,inspection,2018 / 2019,2018,2019,1
3423,violation,2012 / 2013,2012,2013,1
3423,violation,2013 / 2014,2013,2014,4
3423,violation,2014 / 2015,2014,2015,1
3435,inspection,2014 / 2015,2014,2015,1
3435,inspection,2018 / 2019,2018,2019,1
3435,violation,2014 / 2015,2014,2015,1
3570,inspection,2013 / 2014,2013,2014,1
3570,inspection,2016 / 2017,2016,2017,1
3570,inspection,2017 / 2018,2017,2018,1
3570,inspection,2018 / 2019,2018,2019,2
3570,inspection,2019 / 2020,2019,2020,1
3570,violation,2016 / 2017,2016,2017,12
3570,violation,2017 / 2018,2017,2018,1
3570,violation,2018 / 2019,2018,2019,3
3624,enf_action,2013 / 2014,2013,2014,2
3624,inspection,2013 / 2014,2013,2014,2
3624,inspection,2016 / 2017,2016,2017,2
3624,violation,2013 / 2014,2013,2014,3
3624,violation,2016 / 2017,2016,2017,1
3809,inspection,2013 / 2014,2013,2014,7
3809,inspection,2014 / 2015,2014,2015,1
3809,inspection,2015 / 2016,2015,2016,3
3809,inspection,2016 / 2017,2016,2017,3
3809,inspection,2017 / 2018,2017,2018,4
3809,inspection,2018 / 2019,2018,2019,1
3809,inspection,2019 / 2020,2019,2020,7
3809,violation,2015 / 2016,2015,2016,2
3809,violation,2016 / 2017,2016,2017,3
3809,violation,2017 / 2018,2017,2018,1
3809,violation,2019 / 2020,2019,2020,8
3814,inspection,2013 / 2014,2013,2014,2
3814,inspection,2015 / 2016,2015,2016,2
3814,inspection,2016 / 2017,2016,2017,2
3814,inspection,2019 / 2020,2019,2020,1
3814,violation,2015 / 2016,2015,2016,1
3814,violation,2016 / 2017,2016,2017,9
3814,violation,2019 / 2020,2019,2020,1
3817,inspection,2013 / 2014,2013,2014,2
3817,inspection,2014 / 2015,2014,2015,3
3817,inspection,2015 / 2016,2015,2016,2
3817,inspection,2016 / 2017,2016,2017,2
3817,inspection,2017 / 2018,2017,2018,3
3817,inspection,2018 / 2019,2018,2019,2
3817,inspection,2019 / 2020,2019,2020,2
3817,violation,2013 / 2014,2013,2014,9
3817,violation,2014 / 2015,2014,2015,1
3817,violation,2015 / 2016,2015,2016,3
3817,violation,2016 / 2017,2016,2017,7
3817,violation,2017 / 2018,2017,2018,4
3817,violation,2018 / 2019,2018,2019,1
3822,inspection,2013 / 2014,2013,2014,6
3822,inspection,2016 / 2017,2016,2017,7
3822,inspection,2019 / 2020,2019,2020,2
3822,violation,2016 / 2017,2016,2017,2
3827,inspection,2015 / 2016,2015,2016,1
3827,inspection,2018 / 2019,2018,2019,1
3827,violation,2015 / 2016,2015,2016,2
3841,inspection,2013 / 2014,2013,2014,1
3841,inspection,2014 / 2015,2014,2015,1
3841,inspection,2015 / 2016,2015,2016,1
3841,inspection,2016 / 2017,2016,2017,2
3841,inspection,2017 / 2018,2017,2018,2
3841,inspection,2018 / 2019,2018,2019,1
3841,inspection,2019 / 2020,2019,2020,2
3841,violation,2014 / 2015,2014,2015,5
3841,violation,2015 / 2016,2015,2016,4
3841,violation,2016 / 2017,2016,2017,1
3841,violation,2017 / 2018,2017,2018,8
3841,violation,2019 / 2020,2019,2020,7
3843,inspection,2013 / 2014,2013,2014,4
3843,inspection,2014 / 2015,2014,2015,2
3843,inspection,2015 / 2016,2015,2016,1
3843,inspection,2016 / 2017,2016,2017,3
3843,inspection,2017 / 2018,2017,2018,3
3843,inspection,2018 / 2019,2018,2019,2
3843,inspection,2019 / 2020,2019,2020,9
3843,inspection,2020 / 2021,2020,2021,3
3843,violation,2017 / 2018,2017,2018,2
3843,violation,2018 / 2019,2018,2019,5
3843,violation,2019 / 2020,2019,2020,14
3844,inspection,2014 / 2015,2014,2015,3
3844,inspection,2015 / 2016,2015,2016,1
3844,inspection,2016 / 2017,2016,2017,2
3844,inspection,2017 / 2018,2017,2018,2
3844,inspection,2018 / 2019,2018,2019,5
3844,inspection,2019 / 2020,2019,2020,10
3844,inspection,2020 / 2021,2020,2021,2
3844,violation,2018 / 2019,2018,2019,1
3844,violation,2019 / 2020,2019,2020,6
3847,inspection,2013 / 2014,2013,2014,4
3847,inspection,2014 / 2015,2014,2015,2
3847,inspection,2015 / 2016,2015,2016,3
3847,inspection,2016 / 2017,2016,2017,5
3847,inspection,2017 / 2018,2017,2018,6
3847,inspection,2018 / 2019,2018,2019,1
3847,inspection,2019 / 2020,2019,2020,7
3847,violation,2013 / 2014,2013,2014,3
3847,violation,2016 / 2017,2016,2017,7
3847,violation,2017 / 2018,2017,2018,2
3847,violation,2018 / 2019,2018,2019,3
3847,violation,2019 / 2020,2019,2020,2
3848,inspection,2013 / 2014,2013,2014,5
3848,inspection,2014 / 2015,2014,2015,1
3848,inspection,2015 / 2016,2015,2016,3
3848,inspection,2016 / 2017,2016,2017,5
3848,inspection,2017 / 2018,2017,2018,1
3848,inspection,2018 / 2019,2018,2019,5
3848,inspection,2019 / 2020,2019,2020,6
3848,violation,2016 / 2017,2016,2017,3
3848,violation,2018 / 2019,2018,2019,2
3848,violation,2019 / 2020,2019,2020,5
3857,enf_action,2015 / 2016,2015,2016,1
3857,enf_action,2017 / 2018,2017,2018,1
3857,inspection,2014 / 2015,2014,2015,2
3857,inspection,2015 / 2016,2015,2016,1
3857,inspection,2017 / 2018,2017,2018,3
3857,inspection,2018 / 2019,2018,2019,1
3857,violation,2014 / 2015,2014,2015,9
3857,violation,2015 / 2016,2015,2016,1
3857,violation,2017 / 2018,2017,2018,11
3857,violation,2018 / 2019,2018,2019,1
3858,enf_action,2015 / 2016,2015,2016,1
3858,enf_action,2016 / 2017,2016,2017,1
3858,inspection,2013 / 2014,2013,2014,2
3858,inspection,2014 / 2015,2014,2015,1
